group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4483761199.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4458705683.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4417406703.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4440469767.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4447132165.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4373780258.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4320493378.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4438137188.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4391208615.0,ns,1
schedulers,parallel_speculative_iter,512-240,1509949440,bytes,4431657240.0,ns,1
