group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,107387527.0,ns,8
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,190914058.0,ns,16
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,300970052.0,ns,24
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,378658141.0,ns,32
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,530291724.0,ns,40
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,598508021.0,ns,48
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,706283743.0,ns,56
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,820156195.0,ns,64
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,888705590.0,ns,72
schedulers,parallel_speculative_par_iter,128-12,4718592,bytes,1013677816.0,ns,80
