group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,async,128-24,9437184,bytes,91444765.0,ns,86
schedulers,async,128-24,9437184,bytes,178994037.0,ns,172
schedulers,async,128-24,9437184,bytes,274253274.0,ns,258
schedulers,async,128-24,9437184,bytes,368712850.0,ns,344
schedulers,async,128-24,9437184,bytes,467771900.0,ns,430
schedulers,async,128-24,9437184,bytes,539234356.0,ns,516
schedulers,async,128-24,9437184,bytes,633577268.0,ns,602
schedulers,async,128-24,9437184,bytes,720660169.0,ns,688
schedulers,async,128-24,9437184,bytes,817326088.0,ns,774
schedulers,async,128-24,9437184,bytes,915242351.0,ns,860
