group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,parallel_speculative_iter,64-240,23592960,bytes,167996349.0,ns,1
schedulers,parallel_speculative_iter,64-240,23592960,bytes,325887162.0,ns,2
schedulers,parallel_speculative_iter,64-240,23592960,bytes,503123218.0,ns,3
schedulers,parallel_speculative_iter,64-240,23592960,bytes,625082558.0,ns,4
schedulers,parallel_speculative_iter,64-240,23592960,bytes,847725552.0,ns,5
schedulers,parallel_speculative_iter,64-240,23592960,bytes,969979094.0,ns,6
schedulers,parallel_speculative_iter,64-240,23592960,bytes,1092145475.0,ns,7
schedulers,parallel_speculative_iter,64-240,23592960,bytes,805506889.0,ns,8
schedulers,parallel_speculative_iter,64-240,23592960,bytes,893280347.0,ns,9
schedulers,parallel_speculative_iter,64-240,23592960,bytes,1124809536.0,ns,10
