group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,async,64-240,23592960,bytes,92806533.0,ns,71
schedulers,async,64-240,23592960,bytes,184836182.0,ns,142
schedulers,async,64-240,23592960,bytes,274002790.0,ns,213
schedulers,async,64-240,23592960,bytes,367421895.0,ns,284
schedulers,async,64-240,23592960,bytes,459678895.0,ns,355
schedulers,async,64-240,23592960,bytes,552852997.0,ns,426
schedulers,async,64-240,23592960,bytes,642501187.0,ns,497
schedulers,async,64-240,23592960,bytes,736058930.0,ns,568
schedulers,async,64-240,23592960,bytes,825946090.0,ns,639
schedulers,async,64-240,23592960,bytes,926784546.0,ns,710
