group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,async,128-96,37748736,bytes,92233122.0,ns,51
schedulers,async,128-96,37748736,bytes,181311954.0,ns,102
schedulers,async,128-96,37748736,bytes,274021140.0,ns,153
schedulers,async,128-96,37748736,bytes,368626492.0,ns,204
schedulers,async,128-96,37748736,bytes,456739069.0,ns,255
schedulers,async,128-96,37748736,bytes,554252783.0,ns,306
schedulers,async,128-96,37748736,bytes,637345364.0,ns,357
schedulers,async,128-96,37748736,bytes,726563070.0,ns,408
schedulers,async,128-96,37748736,bytes,818521589.0,ns,459
schedulers,async,128-96,37748736,bytes,916111208.0,ns,510
