group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,1852981265.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,2025263884.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,1777699976.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,2011491048.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,1985849926.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,2014743502.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,1712993779.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,1377368276.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,1965957405.0,ns,1
schedulers,parallel_speculative_iter,32-4800,117964800,bytes,1944914196.0,ns,1
