group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,async,128-800,314572800,bytes,103825837.0,ns,8
schedulers,async,128-800,314572800,bytes,206922954.0,ns,16
schedulers,async,128-800,314572800,bytes,310354889.0,ns,24
schedulers,async,128-800,314572800,bytes,415062140.0,ns,32
schedulers,async,128-800,314572800,bytes,516842017.0,ns,40
schedulers,async,128-800,314572800,bytes,614529608.0,ns,48
schedulers,async,128-800,314572800,bytes,723598789.0,ns,56
schedulers,async,128-800,314572800,bytes,824213046.0,ns,64
schedulers,async,128-800,314572800,bytes,933280881.0,ns,72
schedulers,async,128-800,314572800,bytes,1039068585.0,ns,80
