group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,async,64-24,2359296,bytes,91955586.0,ns,231
schedulers,async,64-24,2359296,bytes,191724131.0,ns,462
schedulers,async,64-24,2359296,bytes,281129838.0,ns,693
schedulers,async,64-24,2359296,bytes,370361641.0,ns,924
schedulers,async,64-24,2359296,bytes,459470300.0,ns,1155
schedulers,async,64-24,2359296,bytes,548654300.0,ns,1386
schedulers,async,64-24,2359296,bytes,634212418.0,ns,1617
schedulers,async,64-24,2359296,bytes,731300687.0,ns,1848
schedulers,async,64-24,2359296,bytes,820335933.0,ns,2079
schedulers,async,64-24,2359296,bytes,907196003.0,ns,2310
