group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,151690073.0,ns,1
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,316348935.0,ns,2
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,461467397.0,ns,3
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,623045412.0,ns,4
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,771181181.0,ns,5
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,954177299.0,ns,6
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,1076570990.0,ns,7
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,1253452509.0,ns,8
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,1408322861.0,ns,9
schedulers,parallel_speculative_par_iter,128-120,47185920,bytes,1562346384.0,ns,10
