group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
schedulers,async,64-9600,943718400,bytes,107923542.0,ns,2
schedulers,async,64-9600,943718400,bytes,195226186.0,ns,4
schedulers,async,64-9600,943718400,bytes,296798694.0,ns,6
schedulers,async,64-9600,943718400,bytes,400469022.0,ns,8
schedulers,async,64-9600,943718400,bytes,485599931.0,ns,10
schedulers,async,64-9600,943718400,bytes,595572378.0,ns,12
schedulers,async,64-9600,943718400,bytes,697985781.0,ns,14
schedulers,async,64-9600,943718400,bytes,797322814.0,ns,16
schedulers,async,64-9600,943718400,bytes,898043942.0,ns,18
schedulers,async,64-9600,943718400,bytes,848142496.0,ns,20
